iter	Logloss
376	0.08898388726
377	0.08891302073
378	0.08879744064
379	0.08865932155
380	0.08857026737
381	0.08845014765
382	0.08838192921
383	0.08827828792
384	0.08820932677
385	0.08808678369
386	0.0880265807
387	0.08796525872
388	0.08789456105
389	0.08782637828
390	0.08776194813
391	0.08764128049
392	0.08754259521
393	0.08744646189
394	0.08736980246
395	0.0873154259
396	0.0872882198
397	0.08721079535
398	0.08706581329
399	0.08702264272
400	0.08697085381
401	0.08692551653
402	0.08686866396
403	0.0867437651
404	0.08655302755
405	0.08646284492
406	0.08637604249
407	0.08628642487
408	0.08625214048
409	0.08620590087
410	0.08610005349
411	0.08604299939
412	0.08594599448
413	0.08584230612
414	0.08577348905
415	0.08569550975
416	0.08560362239
417	0.08552525943
418	0.08546061734
419	0.08536310832
420	0.08530509895
421	0.08517701137
422	0.08511270739
423	0.08504956407
424	0.08499555102
425	0.08494128413
426	0.08484267366
427	0.08478935161
428	0.08465729129
429	0.08459531553
430	0.08452600842
431	0.08447869858
432	0.08439611798
433	0.08432741812
434	0.08430793636
435	0.08424270931
436	0.08417843591
437	0.08411407602
438	0.08407587808
439	0.08398291977
440	0.0838831573
441	0.08382714378
442	0.0837852938
443	0.0836695078
444	0.08357362791
445	0.08346569851
446	0.08339106425
447	0.08331724438
448	0.08322317756
449	0.08312784026
450	0.08310750782
451	0.08303740462
452	0.08298999618
453	0.08293888829
454	0.08287205761
455	0.08280495746
456	0.08272392158
457	0.08265683904
458	0.08260426827
459	0.0825006802
460	0.08245963196
461	0.08240226097
462	0.08231400386
463	0.08230189687
464	0.08227025936
465	0.08217140856
466	0.08211376546
467	0.08203521362
468	0.08197534581
469	0.0818824352
470	0.08179852629
471	0.08172526894
472	0.08164263586
473	0.08155826325
474	0.08149191465
475	0.08148501639
476	0.08140710616
477	0.08136108869
478	0.08118716607
479	0.08116742439
480	0.08113085958
481	0.08102023343
482	0.08100092802
483	0.08096915328
484	0.08090181387
485	0.0808860515
486	0.08083985104
487	0.08068446805
488	0.08067681714
489	0.08066379939
490	0.0805965139
491	0.08056929878
492	0.08056101964
493	0.08047294718
494	0.08041679581
495	0.08034935308
496	0.0803143848
497	0.08023860984
498	0.08018244716
499	0.08015614311
500	0.08008500988
501	0.08005064118
502	0.08004248898
503	0.08001803564
504	0.07993412249
505	0.07992676158
506	0.07987614534
507	0.07981225664
508	0.07972753629
509	0.07964858089
510	0.07961781357
511	0.0795837886
512	0.07951076138
513	0.07941395222
514	0.0793573466
515	0.07934884886
516	0.07928786327
517	0.07928027433
518	0.07921908411
519	0.079058088
520	0.07901228923
521	0.07888008463
522	0.07883647844
523	0.07878249596
524	0.07871532236
525	0.07862964408
526	0.07858200928
527	0.0785335762
528	0.07845357199
529	0.07840750311
530	0.07831732112
531	0.07828270421
532	0.07820733962
533	0.0781190773
534	0.07797872518
535	0.07790583506
536	0.07784457932
537	0.07777236339
538	0.07776174366
539	0.07771087143
540	0.07770275568
541	0.07763219281
542	0.07758244695
543	0.07752817499
544	0.07748309214
545	0.07740956396
546	0.07731811936
547	0.07729085749
548	0.0772503901
549	0.0772052186
550	0.07720039304
551	0.07718122965
552	0.07708076966
553	0.0770230826
554	0.07696294131
555	0.07693715762
556	0.07687056301
557	0.0768288713
558	0.07677807698
559	0.07673191798
560	0.07672093272
561	0.07665357226
562	0.07660067759
563	0.07656643338
564	0.07649683366
565	0.07641842939
566	0.07640730703
567	0.07632534044
568	0.07625853046
569	0.07621545736
570	0.07614964632
571	0.0761188032
572	0.07607545256
573	0.07602291451
574	0.07597708376
575	0.0759674291
576	0.07593113861
577	0.07583867997
578	0.07579716098
579	0.07573089881
580	0.07567772985
581	0.07563948154
582	0.07560086616
583	0.07555940738
584	0.07554512573
585	0.07542526521
586	0.07533893611
587	0.07528194469
588	0.07524512609
589	0.07518267141
590	0.07508928174
591	0.07506890689
592	0.07498601176
593	0.07492543427
594	0.07491080647
595	0.07487475983
596	0.07485487492
597	0.07481966256
598	0.07480610042
599	0.07474792533
600	0.07473035853
601	0.07466941059
602	0.07462544957
603	0.07455945674
604	0.07450410641
605	0.07442984513
606	0.07438995126
607	0.07435264366
608	0.0743378316
609	0.07422928041
610	0.07414374826
611	0.07410779009
612	0.07406369902
613	0.07398610869
614	0.07393250993
615	0.07390597007
616	0.07389867576
617	0.07381496292
618	0.07375891492
619	0.07369960306
620	0.07366070729
621	0.07362303065
622	0.0736146629
623	0.07357336589
624	0.07355971252
625	0.07348207557
626	0.07343418626
627	0.07339544768
628	0.07333300317
629	0.07327584895
630	0.0732334571
631	0.07318916971
632	0.0731170574
633	0.07304285674
634	0.07296901012
635	0.07288056042
636	0.07280456628
637	0.07272172958
638	0.0726684739
639	0.07259351636
640	0.07255962598
641	0.0724869479
642	0.07242188793
643	0.07231958511
644	0.07228260034
645	0.07227348581
646	0.07221976432
647	0.07218211558
648	0.07210522833
649	0.07205465215
650	0.07200631849
651	0.07199996224
652	0.07195265826
653	0.07189146677
654	0.07184259354
655	0.07177170772
656	0.07167127487
657	0.07161408396
658	0.07158190157
659	0.07154769091
660	0.07150870541
661	0.07144297604
662	0.07138508526
663	0.07134000301
664	0.07129522481
665	0.07128944231
666	0.0711991489
667	0.07113997654
668	0.07108708123
669	0.07103361446
670	0.07093830794
671	0.07087614128
672	0.07082542708
673	0.07074489763
674	0.07067631173
675	0.07064552394
676	0.07059626403
677	0.07056368824
678	0.07051281211
679	0.0704635321
680	0.07039926555
681	0.07032403876
682	0.07026546149
683	0.07021746874
684	0.07020499598
685	0.07015765337
686	0.07010361894
687	0.07002957307
688	0.0699731301
689	0.06994470921
690	0.06984569884
691	0.06981005423
692	0.06973926055
693	0.06971860151
694	0.06966963172
695	0.06964708124
696	0.06957814323
697	0.06950807419
698	0.06942205167
699	0.0693372161
700	0.06928685541
701	0.06922029426
702	0.06919057172
703	0.06915090896
704	0.069116264
705	0.06907059957
706	0.06900995839
707	0.068948042
708	0.06890926567
709	0.06882739876
710	0.06876608123
711	0.06870671655
712	0.06865523035
713	0.06862592182
714	0.06857234295
715	0.0685344124
716	0.06852857286
717	0.06848668431
718	0.0684307603
719	0.06837017035
720	0.06826527171
721	0.06823725195
722	0.06817135347
723	0.06806852538
724	0.06804452786
725	0.06800028058
726	0.06799409783
727	0.06789255992
728	0.06787028833
729	0.06783661514
730	0.06777968295
731	0.06771041557
732	0.06765332716
733	0.06759270019
734	0.06751197522
735	0.06744036948
736	0.06739013625
737	0.06733259847
738	0.0672582822
739	0.06721599949
740	0.06717236467
741	0.06711454417
742	0.06706152911
743	0.06703379246
744	0.06699425077
745	0.06696281118
746	0.06691639
747	0.06689023001
748	0.06683143482
749	0.06675447084
750	0.06672322314
751	0.06667372788
752	0.06664910635
753	0.06660739144
754	0.06653047606
755	0.06650582919
756	0.06647408902
757	0.06638577962
758	0.066309974
759	0.06625320474
760	0.06615898254
761	0.06608784794
762	0.06606911014
763	0.06601570157
764	0.06598011929
765	0.06593452107
766	0.06590476367
767	0.06588152056
768	0.06581747672
769	0.06575852141
770	0.0657398516
771	0.06572605317
772	0.06566391462
773	0.06562381068
774	0.06553602927
775	0.06545226225
776	0.0653997434
777	0.06536167064
778	0.06531636182
779	0.06527430299
780	0.06519482453
781	0.06513967536
782	0.06506747834
783	0.06502997015
784	0.06497824932
785	0.06492523328
786	0.06489469568
787	0.06488293837
788	0.06482584981
789	0.06478163944
790	0.06472872572
791	0.06469685641
792	0.0646513787
793	0.0646123304
794	0.06457572275
795	0.06452612784
796	0.06446544443
797	0.06442861496
798	0.06436510316
799	0.06431897944
800	0.06429328299
801	0.06425231533
802	0.06418670254
803	0.06412761582
804	0.06408833134
805	0.06404191481
806	0.06400585092
807	0.06398878373
808	0.06390457628
809	0.06384528021
810	0.06379847108
811	0.06377326917
812	0.06373794573
813	0.06369235175
814	0.06363322996
815	0.06358418466
816	0.0635298412
817	0.06347905745
818	0.06343600966
819	0.06335555813
820	0.06333471747
821	0.06326133535
822	0.06321795845
823	0.063158315
824	0.06313031035
825	0.06309334465
826	0.06305718136
827	0.06304686896
828	0.06301969899
829	0.06299866491
830	0.06297180544
831	0.06294800966
832	0.06292761205
833	0.06291182109
834	0.06288666291
835	0.06287752191
836	0.06285850372
837	0.06278195916
838	0.06273323171
839	0.06268652972
840	0.06261290815
841	0.06257160889
842	0.06253448981
843	0.06249125817
844	0.06242130743
845	0.06238217196
846	0.06235863495
847	0.06229966881
848	0.06226417548
849	0.06223452321
850	0.06219237703
851	0.06216053536
852	0.06210632336
853	0.06206406938
854	0.06202548794
855	0.0619586179
856	0.06190783981
857	0.06186184691
858	0.0618494577
859	0.06179825803
860	0.06176058742
861	0.06173373402
862	0.06168938451
863	0.06164882379
864	0.06160616464
865	0.0615718306
866	0.06152602067
867	0.06149302033
868	0.06145323393
869	0.06140912624
870	0.0613499453
871	0.06132398376
872	0.06130208784
873	0.06124032327
874	0.06118959643
875	0.06114039201
876	0.06105894538
877	0.06099500971
878	0.06096583718
879	0.06092809821
880	0.06088553949
881	0.06084584548
882	0.06079682698
883	0.06076512075
884	0.06074006394
885	0.06068602523
886	0.06066535351
887	0.06059984639
888	0.06050599533
889	0.06046086897
890	0.06039886301
891	0.06036856256
892	0.06035962697
893	0.0603120937
894	0.06027680391
895	0.06023184467
896	0.06018041329
897	0.06015971317
898	0.06009826806
899	0.06007445465
900	0.06005315411
901	0.06004304646
902	0.05999135208
903	0.05995257317
904	0.05991346127
905	0.05987571773
906	0.0598511236
907	0.05984613077
908	0.05977821955
909	0.05973477532
910	0.05969421193
911	0.0596588592
912	0.05964450567
913	0.05962063973
914	0.05958661668
915	0.05954832505
916	0.05954157517
917	0.05951604796
918	0.05947173103
919	0.05941907726
920	0.05937787359
921	0.05934470801
922	0.05931447587
923	0.05929442225
924	0.05926237053
925	0.05922701744
926	0.0591928851
927	0.05917730492
928	0.05915912911
929	0.05912141587
930	0.05906131723
931	0.059042363
932	0.05898206755
933	0.05896671433
934	0.05892959747
935	0.05891636093
936	0.05886243241
937	0.05884507704
938	0.05882007733
939	0.05879246042
940	0.05875770653
941	0.05869931123
942	0.05864759436
943	0.05859005535
944	0.05854333716
945	0.05850744042
946	0.05844678727
947	0.05841529641
948	0.05837729195
949	0.05833239587
950	0.05832697901
951	0.05832138878
952	0.05825414875
953	0.05817183937
954	0.05814414299
955	0.05813275905
956	0.05807250754
957	0.05803425901
958	0.05795227031
959	0.05791877197
960	0.05787754454
961	0.05783993144
962	0.05780074189
963	0.05772813105
964	0.05768351993
965	0.05763165165
966	0.0575278154
967	0.05750630543
968	0.05748586463
969	0.05745057971
970	0.05740928896
971	0.05732311835
972	0.05729270615
973	0.05725549151
974	0.05720633553
975	0.05716396069
976	0.05712282685
977	0.05707073843
978	0.05706523871
979	0.0570344917
980	0.05696406174
981	0.05692487236
982	0.05688277876
983	0.05683001362
984	0.05679140383
985	0.05677474848
986	0.05675754463
987	0.05673142252
988	0.05669104694
989	0.05663700084
990	0.05660146852
991	0.05655401676
992	0.05653126765
993	0.0564830734
994	0.05646447793
995	0.0563869887
996	0.05634662444
997	0.05626834412
998	0.05622306851
999	0.05618585151
