State Code,Claim Amount,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
IA,287.2051273,Basic,High School or Below,Employed,M,57749,Suburban,Single,74,31,21,0,1,Personal L2,Collision,Branch,355.2,Two-Door Car,Medsize
KS,304.1791561,Extended,Bachelor,Disabled,F,13789,Suburban,Divorced,79,8,49,0,1,Personal L3,Other,Call Center,379.2,Four-Door Car,Medsize
NE,2412.750402,Basic,Bachelor,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Personal L3,Collision,Agent,511.2,Four-Door Car,Medsize
OK,245.0190996,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,4,44,3,1,Corporate L3,Collision,Branch,554.376763,Four-Door Car,Medsize
MO,239.210789,Basic,Bachelor,Disabled,F,17870,Suburban,Married,61,30,91,0,1,Corporate L2,Hail,Branch,439.2,Four-Door Car,Medsize
IA,580.2065977999998,Basic,College,Employed,M,97541,Suburban,Married,72,22,1,0,3,Personal L3,Hail,Call Center,389.185006,Four-Door Car,Large
MO,394.6372085,Premium,Bachelor,Unemployed,F,0,Suburban,Single,111,15,47,0,1,Personal L3,Collision,Agent,799.2,Four-Door Car,Small
KS,534.6916576,Extended,Master,Disabled,F,10511,Urban,Married,139,33,64,0,1,Corporate L1,Collision,Branch,516.237951,SUV,Medsize
NE,1290.256014,Premium,College,Employed,F,86584,Suburban,Single,111,33,54,2,2,Personal L3,Collision,Call Center,532.8,Four-Door Car,Large
IA,323.5360468,Extended,Master,Employed,F,75690,Suburban,Married,80,17,44,1,1,Personal L3,Hail,Branch,384.0,Four-Door Car,Small
NE,245.458354,Basic,College,Employed,M,23158,Suburban,Married,63,4,6,1,1,Personal L2,Other,Call Center,322.2940430000001,Four-Door Car,Small
OK,1897.545611,Extended,High School or Below,Employed,M,65999,Urban,Married,237,1,14,0,6,Corporate L2,Hail,Agent,615.927769,Luxury SUV,Medsize
MO,471.5321344,Basic,Bachelor,Unemployed,M,0,Urban,Married,65,19,56,0,3,Personal L3,Collision,Call Center,308.15089,Four-Door Car,Medsize
KS,501.8885233,Basic,Bachelor,Employed,M,54500,Suburban,Married,63,28,17,0,6,Corporate L2,Collision,Agent,302.4,Two-Door Car,Small
IA,493.2916345,Basic,Bachelor,Employed,F,37260,Rural,Married,62,19,42,0,8,Corporate L1,Scratch/Dent,Web,15.437681,Four-Door Car,Medsize
NE,574.4229745,Basic,High School or Below,Employed,F,68987,Urban,Married,71,11,40,0,6,Personal L1,Collision,Branch,204.475147,Four-Door Car,Medsize
MO,1389.173567,Premium,Bachelor,Employed,M,42305,Suburban,Married,117,10,62,0,2,Personal L3,Collision,Agent,561.6,Four-Door Car,Small
IA,738.0976717,Extended,Master,Employed,F,65706,Suburban,Married,91,19,86,0,8,Personal L3,Hail,Web,436.8,Four-Door Car,Small
IA,309.0034104,Extended,Bachelor,Unemployed,M,0,Suburban,Single,90,7,79,0,1,Personal L2,Scratch/Dent,Agent,648.0,Two-Door Car,Small
NE,252.16330950000003,Basic,High School or Below,Employed,M,53243,Rural,Divorced,66,4,15,2,1,Personal L3,Collision,Call Center,157.397849,Four-Door Car,Medsize
OK,265.2061785,Basic,High School or Below,Unemployed,F,0,Suburban,Married,70,7,1,1,1,Corporate L3,Scratch/Dent,Call Center,484.31853600000005,Two-Door Car,Medsize
IA,277.10450310000004,Basic,College,Employed,F,50071,Rural,Single,71,3,32,0,1,Corporate L3,Hail,Agent,18.918935,Two-Door Car,Medsize
MO,393.900637,Extended,Bachelor,Employed,F,60021,Suburban,Married,99,12,28,0,1,Personal L2,Hail,Agent,882.8719449999999,Four-Door Car,Small
NE,1223.187968,Basic,High School or Below,Employed,M,43244,Suburban,Married,103,15,16,0,2,Personal L2,Other,Agent,494.4,Sports Car,Medsize
KS,244.3665166,Basic,College,Employed,M,92834,Suburban,Married,61,15,56,0,1,Special L2,Hail,Call Center,292.8,Four-Door Car,Large
IA,1281.910289,Premium,Doctor,Disabled,F,10105,Rural,Married,172,5,4,3,3,Personal L2,Collision,Branch,0.517753,SUV,Medsize
NE,446.8510542,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,7,57,3,5,Personal L3,Scratch/Dent,Call Center,579.165954,Four-Door Car,Medsize
IA,551.4344017999998,Basic,High School or Below,Employed,F,23218,Suburban,Single,71,7,10,0,4,Personal L2,Other,Agent,447.79344,Two-Door Car,Medsize
MO,334.3875326000001,Extended,Bachelor,Unemployed,F,0,Suburban,Married,92,11,77,0,1,Corporate L2,Hail,Call Center,529.624084,Four-Door Car,Medsize
NE,229.44789269999995,Basic,High School or Below,Unemployed,F,0,Suburban,Married,62,11,56,0,1,Personal L2,Other,Branch,313.023175,Four-Door Car,Medsize
IA,3670.742639,Basic,College,Employed,M,24804,Suburban,Married,104,1,28,0,2,Personal L2,Collision,Agent,593.830288,SUV,Small
MO,3347.334946,Basic,Bachelor,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Corporate L1,Collision,Web,508.8,SUV,Medsize
OK,798.3431709,Basic,High School or Below,Employed,F,36014,Rural,Married,69,4,40,3,2,Special L1,Other,Branch,173.956072,Four-Door Car,Medsize
KS,485.4745666,Basic,Bachelor,Employed,M,29834,Suburban,Single,64,19,44,0,3,Personal L3,Other,Agent,307.2,Four-Door Car,Medsize
MO,429.3997319,Premium,Bachelor,Disabled,M,16701,Suburban,Married,113,20,26,0,1,Personal L2,Collision,Branch,831.625979,Four-Door Car,Small
NE,716.4395542999998,Extended,College,Employed,F,46623,Suburban,Divorced,91,1,53,0,3,Corporate L3,Scratch/Dent,Call Center,436.8,Four-Door Car,Small
MO,761.95158,Basic,College,Employed,M,64749,Urban,Married,64,24,59,0,2,Special L2,Hail,Branch,302.56519,Four-Door Car,Medsize
NE,395.80028230000005,Basic,High School or Below,Unemployed,F,0,Suburban,Married,101,29,12,0,1,Personal L2,Collision,Call Center,484.8,SUV,Small
IA,449.9493252,Extended,High School or Below,Disabled,F,16969,Suburban,Divorced,124,34,47,2,1,Personal L3,Collision,Call Center,704.7681110000002,SUV,Medsize
IA,405.9567414,Premium,Master,Disabled,F,11621,Suburban,Divorced,108,4,98,0,1,Personal L1,Collision,Agent,518.4,Four-Door Car,Medsize
NE,445.8113369,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal L1,Collision,Agent,312.0,Four-Door Car,Medsize
MO,811.0333138999998,Premium,Bachelor,Medical Leave,F,11489,Suburban,Married,105,4,50,0,6,Personal L3,Collision,Call Center,504.0,Two-Door Car,Small
IA,333.9764873000001,Extended,Bachelor,Unemployed,M,0,Suburban,Single,94,20,53,0,1,Personal L3,Collision,Agent,863.327324,Two-Door Car,Small
MO,2426.101777,Basic,High School or Below,Employed,F,66525,Rural,Married,100,0,86,0,2,Personal L3,Collision,Agent,104.331355,SUV,Medsize
NE,661.3973653,Basic,Bachelor,Unemployed,F,0,Suburban,Single,63,21,28,0,2,Personal L3,Scratch/Dent,Branch,676.391482,Four-Door Car,Large
KS,293.0693543,Basic,College,Employed,M,33663,Suburban,Married,73,29,71,0,1,Personal L3,Scratch/Dent,Web,350.4,Four-Door Car,Medsize
IA,867.2194272,Basic,College,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate L3,Collision,Agent,537.6,SUV,Medsize
NE,1163.866926,Extended,High School or Below,Employed,F,61486,Urban,Married,97,5,65,0,2,Personal L3,Other,Branch,465.25864400000006,Two-Door Car,Small
IA,684.6150322999998,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal L3,Collision,Call Center,456.0,Two-Door Car,Large
MO,1172.777648,Premium,College,Disabled,F,29879,Suburban,Married,102,17,0,0,2,Personal L3,Scratch/Dent,Web,500.254235,Four-Door Car,Medsize
IA,2264.383478,Basic,High School or Below,Employed,M,93011,Rural,Divorced,113,17,12,0,2,Personal L3,Other,Agent,281.451042,SUV,Medsize
IA,261.4474305,Basic,Master,Employed,M,65186,Rural,Married,65,29,27,0,1,Personal L2,Hail,Web,5.4345050000000015,Two-Door Car,Large
IA,245.1752695,Basic,Master,Medical Leave,M,26840,Suburban,Married,64,1,47,2,1,Personal L1,Collision,Agent,307.2,Four-Door Car,Medsize
IA,678.1270203,Basic,Bachelor,Unemployed,M,0,Suburban,Single,104,30,3,1,5,Personal L3,Collision,Agent,982.399613,Sports Car,Medsize
IA,497.4801539,Basic,Bachelor,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal L3,Hail,Branch,467.803638,Two-Door Car,Medsize
IA,859.1604933,Basic,Bachelor,Employed,M,38984,Suburban,Married,73,27,38,0,2,Personal L3,Hail,Branch,350.4,Four-Door Car,Small
IA,559.2161392,Basic,High School or Below,Employed,F,71811,Rural,Single,71,17,48,0,6,Personal L1,Hail,Call Center,29.03416,Four-Door Car,Medsize
OK,800.9472833,Basic,College,Employed,M,20961,Suburban,Married,67,20,33,0,2,Personal L1,Hail,Agent,321.6,Four-Door Car,Medsize
KS,1131.808982,Extended,College,Employed,M,38923,Rural,Married,99,6,83,2,2,Personal L3,Collision,Agent,115.728852,Four-Door Car,Medsize
MO,5816.6553509999985,Basic,Bachelor,Employed,M,61321,Rural,Single,186,0,30,1,2,Personal L3,Hail,Branch,427.63121,Luxury Car,Small
MO,802.5229357999998,Extended,College,Unemployed,F,0,Rural,Single,77,20,26,0,2,Personal L3,Scratch/Dent,Branch,25.807685,Two-Door Car,Large
MO,578.0182197,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal L3,Hail,Call Center,787.993313,Four-Door Car,Medsize
MO,411.8539113,Basic,Doctor,Employed,M,34378,Suburban,Married,102,12,54,0,1,Personal L1,Scratch/Dent,Branch,489.6,SUV,Medsize
OK,252.307015,Basic,Master,Employed,M,43072,Suburban,Married,63,35,15,0,1,Personal L3,Hail,Call Center,302.4,Four-Door Car,Large
IA,655.4216396,Extended,College,Disabled,F,25222,Suburban,Single,90,28,69,0,3,Personal L3,Hail,Agent,475.623251,Four-Door Car,Small
KS,770.3397294,Basic,High School or Below,Employed,M,36765,Suburban,Married,66,15,32,1,2,Personal L2,Collision,Call Center,320.8490720000001,Four-Door Car,Medsize
MO,592.6729379,Extended,College,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal L1,Collision,Agent,460.8,Four-Door Car,Medsize
MO,268.3470677,Basic,Bachelor,Employed,F,48269,Urban,Married,69,3,79,3,1,Corporate L2,Scratch/Dent,Web,282.151207,Four-Door Car,Medsize
IA,269.5182419,Basic,Bachelor,Employed,F,32720,Suburban,Divorced,67,13,12,0,1,Personal L2,Scratch/Dent,Branch,321.6,Four-Door Car,Medsize
MO,604.7025160000002,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal L3,Collision,Branch,364.8,Four-Door Car,Medsize
IA,1317.101282,Premium,College,Medical Leave,M,21513,Suburban,Married,119,21,81,1,2,Personal L3,Hail,Branch,679.827592,Two-Door Car,Small
KS,1065.688195,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7,3,0,2,Corporate L3,Hail,Call Center,631.743039,Two-Door Car,Medsize
IA,252.7653796,Basic,Bachelor,Employed,F,80744,Rural,Married,63,24,84,0,1,Corporate L3,Collision,Agent,11.879037,Four-Door Car,Medsize
IA,267.2095756,Basic,Bachelor,Employed,M,52822,Suburban,Married,67,23,88,0,1,Corporate L1,Collision,Branch,350.529033,Two-Door Car,Small
MO,531.3294035,Extended,High School or Below,Unemployed,F,0,Suburban,Single,77,8,10,1,9,Personal L2,Collision,Agent,863.3947,Four-Door Car,Medsize
IA,2094.619251,Basic,Bachelor,Employed,F,69738,Suburban,Married,74,2,26,1,2,Personal L3,Collision,Branch,492.127532,Four-Door Car,Large
NE,837.5353928999998,Basic,Master,Medical Leave,F,17780,Rural,Married,109,12,18,0,9,Personal L3,Collision,Branch,132.58828799999998,SUV,Medsize
MO,480.1661503,Basic,Bachelor,Medical Leave,M,18107,Suburban,Married,62,29,11,0,8,Personal L2,Collision,Agent,297.6,Four-Door Car,Medsize
NE,574.594334,Basic,Bachelor,Employed,F,57740,Urban,Married,74,30,87,3,9,Personal L1,Scratch/Dent,Web,269.905129,Four-Door Car,Medsize
IA,606.6115969,Extended,College,Employed,M,32627,Suburban,Married,76,11,60,0,7,Personal L2,Collision,Agent,380.036697,Two-Door Car,Small
MO,800.2308333,Basic,College,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal L3,Collision,Agent,513.6,SUV,Medsize
MO,239.3915369,Basic,College,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal L1,Collision,Branch,425.266308,Four-Door Car,Medsize
IA,476.28179000000006,Basic,Bachelor,Employed,M,65795,Rural,Single,62,2,85,1,3,Corporate L3,Scratch/Dent,Call Center,49.011099,Two-Door Car,Medsize
MO,433.038602,Premium,College,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal L3,Hail,Branch,513.6,Four-Door Car,Medsize
MO,940.2729769,Extended,High School or Below,Unemployed,F,0,Suburban,Single,130,28,88,0,4,Personal L3,Collision,Web,936.0,SUV,Medsize
IA,696.6694527000002,Extended,Bachelor,Employed,F,41837,Rural,Married,88,29,93,0,9,Personal L3,Collision,Call Center,142.062768,Four-Door Car,Small
MO,769.4064293,Basic,Bachelor,Employed,F,32303,Rural,Married,65,13,34,0,2,Personal L1,Scratch/Dent,Branch,45.152521,Four-Door Car,Medsize
IA,871.7561149000002,Basic,High School or Below,Unemployed,M,0,Suburban,Married,117,5,89,1,3,Personal L1,Collision,Agent,561.6,SUV,Medsize
MO,592.8748528,Basic,Bachelor,Employed,F,40531,Rural,Married,74,17,32,0,9,Personal L3,Collision,Agent,30.567357,Two-Door Car,Medsize
IA,245.2977288,Basic,College,Employed,M,79898,Urban,Married,62,5,86,1,1,Corporate L1,Other,Agent,271.606799,Four-Door Car,Medsize
MO,670.1571657000002,Extended,College,Employed,M,56398,Suburban,Married,85,4,18,0,7,Personal L3,Other,Agent,408.0,Four-Door Car,Small
KS,755.6240339999998,Extended,High School or Below,Employed,M,35257,Suburban,Divorced,98,16,2,1,8,Corporate L2,Hail,Web,470.4,Four-Door Car,Small
NE,849.2698800000002,Basic,College,Employed,M,27804,Suburban,Married,109,19,54,0,7,Personal L3,Hail,Branch,784.8,SUV,Medsize
IA,771.3494046,Basic,Bachelor,Employed,M,45506,Suburban,Single,66,16,32,2,2,Personal L3,Collision,Agent,316.8,Four-Door Car,Medsize
KS,2408.45352,Basic,High School or Below,Employed,M,65196,Suburban,Married,67,0,54,0,2,Personal L2,Other,Branch,396.082036,Four-Door Car,Medsize
MO,729.0069768999998,Basic,High School or Below,Unemployed,M,0,Suburban,Married,102,11,70,1,3,Corporate L2,Collision,Agent,489.6,SUV,Medsize
IA,477.2943848000001,Extended,High School or Below,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal L3,Hail,Agent,638.4,SUV,Medsize
NE,680.6491394999998,Extended,High School or Below,Employed,M,37839,Suburban,Married,86,35,77,0,9,Personal L3,Hail,Branch,465.633954,Two-Door Car,Medsize
MO,246.9781334,Basic,Bachelor,Employed,F,92711,Suburban,Single,62,24,10,0,1,Personal L2,Scratch/Dent,Agent,368.400146,Two-Door Car,Medsize
MO,310.3923041000001,Extended,College,Employed,F,74665,Urban,Married,78,10,90,2,1,Corporate L2,Hail,Call Center,236.902001,Four-Door Car,Medsize
KS,298.1875575,Extended,College,Unemployed,M,0,Suburban,Married,83,26,89,0,1,Personal L2,Scratch/Dent,Web,582.679087,Two-Door Car,Medsize
MO,890.2737595000001,Basic,Bachelor,Employed,M,46833,Rural,Married,112,6,3,0,9,Personal L3,Collision,Call Center,64.109663,Sports Car,Medsize
IA,549.9447223,Basic,High School or Below,Employed,F,88768,Suburban,Married,68,17,77,0,7,Personal L3,Scratch/Dent,Branch,326.4,Two-Door Car,Small
MO,1502.359858,Basic,High School or Below,Employed,M,28262,Suburban,Single,192,9,77,0,3,Personal L3,Scratch/Dent,Web,921.6,Luxury SUV,Medsize
OK,250.9107875,Basic,Bachelor,Employed,F,33555,Rural,Married,63,17,11,0,1,Personal L3,Collision,Agent,101.89645,Four-Door Car,Medsize
IA,3122.17481,Premium,College,Employed,M,42780,Suburban,Divorced,113,10,27,1,2,Personal L2,Collision,Call Center,542.4,Four-Door Car,Medsize
IA,313.3503432,Extended,Master,Employed,F,58850,Rural,Single,78,20,26,0,1,Personal L3,Hail,Branch,143.747794,Four-Door Car,Medsize
NE,383.7451863,Extended,College,Employed,M,21880,Urban,Married,97,29,37,0,1,Special L2,Collision,Branch,424.077159,Four-Door Car,Medsize
IA,1179.049617,Basic,College,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal L2,Hail,Web,316.8,Four-Door Car,Medsize
KS,783.8068321000002,Basic,Master,Unemployed,F,0,Rural,Married,69,9,12,0,2,Personal L1,Hail,Agent,2.704934,Four-Door Car,Medsize
NE,430.5808345,Basic,High School or Below,Employed,M,24188,Suburban,Married,109,14,82,0,1,Personal L3,Collision,Agent,523.2,Sports Car,Medsize
OK,597.3976904,Basic,Bachelor,Employed,F,41611,Rural,Married,74,14,8,0,8,Special L2,Collision,Branch,113.801497,Four-Door Car,Medsize
IA,567.0442396000002,Basic,Bachelor,Employed,F,28406,Urban,Married,72,16,35,1,4,Personal L3,Collision,Call Center,192.87572,Four-Door Car,Medsize
NE,473.1749346,Premium,College,Employed,M,69833,Suburban,Married,118,32,99,0,1,Personal L3,Collision,Agent,828.662719,Four-Door Car,Small
NE,802.6379641,Basic,High School or Below,Unemployed,F,0,Suburban,Single,74,15,91,0,2,Corporate L2,Collision,Web,532.8,Four-Door Car,Small
NE,402.2963529,Basic,High School or Below,Unemployed,M,0,Suburban,Single,117,6,1,0,1,Personal L3,Collision,Agent,975.107098,SUV,Medsize
IA,961.8310865,Basic,High School or Below,Employed,F,80536,Rural,Married,119,5,83,0,3,Special L2,Collision,Branch,53.798708,Sports Car,Medsize
KS,227.4775451,Basic,College,Unemployed,F,0,Suburban,Single,63,2,5,0,1,Personal L2,Hail,Agent,606.6424519999998,Four-Door Car,Small
IA,955.2926922,Extended,College,Employed,F,97732,Urban,Married,79,0,70,0,2,Personal L3,Other,Branch,289.9122,Four-Door Car,Medsize
NE,1038.855323,Extended,Bachelor,Employed,F,61222,Urban,Single,89,20,55,0,2,Special L3,Scratch/Dent,Branch,392.604371,Four-Door Car,Small
IA,247.0121222,Basic,College,Unemployed,M,0,Suburban,Single,74,7,20,0,1,Personal L1,Other,Web,721.242206,Two-Door Car,Large
NE,561.9068507999998,Premium,Master,Employed,M,50335,Urban,Married,140,9,54,0,1,Personal L2,Collision,Call Center,456.52385,SUV,Medsize
MO,904.7119209,Extended,High School or Below,Unemployed,F,0,Suburban,Single,127,30,11,0,6,Personal L2,Scratch/Dent,Branch,1087.995426,Sports Car,Medsize
KS,669.2143668,Premium,High School or Below,Employed,M,63221,Suburban,Married,168,28,49,0,1,Corporate L3,Scratch/Dent,Agent,806.4,SUV,Medsize
IA,373.1504584,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal L1,Collision,Agent,460.8,Four-Door Car,Large
OK,366.0770258,Extended,Bachelor,Employed,M,64495,Urban,Married,92,34,30,0,1,Corporate L2,Other,Web,251.992083,Four-Door Car,Medsize
MO,792.8829252,Basic,College,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate L3,Collision,Call Center,345.6,Four-Door Car,Medsize
NE,501.1751577,Basic,Bachelor,Employed,F,28859,Suburban,Divorced,67,24,51,3,4,Corporate L2,Collision,Call Center,321.6,Two-Door Car,Medsize
NE,798.8258292,Extended,High School or Below,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal L3,Hail,Web,99.257608,Four-Door Car,Medsize
IA,388.5456401,Premium,College,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate L2,Collision,Branch,504.0,Four-Door Car,Large
KS,265.9337982,Basic,Bachelor,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal L2,Other,Branch,336.0,Four-Door Car,Small
KS,856.4768226,Basic,High School or Below,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal L3,Hail,Agent,178.006524,Sports Car,Medsize
NE,488.5162511,Extended,High School or Below,Disabled,M,26372,Suburban,Married,126,11,7,0,1,Personal L3,Other,Agent,604.8,SUV,Medsize
NE,975.3307106,Extended,Bachelor,Medical Leave,F,17514,Rural,Married,127,2,5,0,3,Personal L1,Collision,Branch,8.312729,SUV,Medsize
MO,294.6153697,Basic,Bachelor,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal L3,Hail,Branch,316.599228,Four-Door Car,Medsize
MO,258.1110945,Basic,High School or Below,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal L2,Hail,Web,312.0,Four-Door Car,Small
IA,351.7385764,Extended,College,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal L2,Scratch/Dent,Agent,56.300724,Four-Door Car,Medsize
IA,974.3350113,Extended,Bachelor,Employed,F,24028,Suburban,Married,82,14,27,0,2,Personal L2,Hail,Agent,393.6,Four-Door Car,Small
NE,387.3647046,Basic,College,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal L3,Hail,Agent,701.7082389999998,Sports Car,Medsize
NE,764.9281990000002,Basic,Bachelor,Employed,F,52705,Rural,Married,64,14,8,1,2,Personal L2,Collision,Web,128.70556299999998,Two-Door Car,Large
MO,228.759692,Basic,High School or Below,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Corporate L3,Hail,Agent,679.368378,Two-Door Car,Medsize
KS,447.5424592,Basic,College,Employed,F,84903,Urban,Married,111,7,63,0,1,Personal L1,Collision,Agent,497.12682699999993,SUV,Medsize
MO,871.4922134999998,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal L3,Collision,Agent,566.4,SUV,Medsize
KS,224.8449633,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal L1,Collision,Branch,347.857619,Four-Door Car,Medsize
MO,741.6197322,Extended,Bachelor,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal L3,Collision,Agent,554.4,Four-Door Car,Medsize
IA,777.1158972999998,Basic,Master,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal L3,Collision,Agent,465.41477,Four-Door Car,Small
MO,696.83419,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,33,61,1,2,Personal L3,Collision,Agent,496.8,Four-Door Car,Small
MO,425.0282624,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal L1,Collision,Agent,292.8,Four-Door Car,Small
IA,1977.656654,Extended,High School or Below,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Personal L2,Scratch/Dent,Agent,256.81383700000004,Four-Door Car,Medsize
MO,2134.346599,Basic,High School or Below,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal L2,Collision,Agent,355.2,Four-Door Car,Medsize
MO,241.3139714,Basic,College,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal L1,Other,Branch,542.319401,Four-Door Car,Medsize
IA,1536.384716,Premium,Doctor,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal L3,Hail,Agent,303.1483990000001,Four-Door Car,Medsize
OK,845.6961887,Basic,College,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Personal L3,Scratch/Dent,Agent,25.438063,Four-Door Car,Medsize
OK,218.9642522,Basic,College,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal L2,Scratch/Dent,Agent,292.8,Four-Door Car,Small
MO,578.0182197,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal L2,Hail,Call Center,787.993313,Four-Door Car,Medsize
MO,463.9981638,Basic,Bachelor,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal L2,Hail,Call Center,84.024413,Sports Car,Medsize
KS,446.5335703,Basic,College,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal L2,Hail,Agent,215.8182,SUV,Medsize
NE,596.8118877,Basic,Bachelor,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal L3,Hail,Call Center,232.926145,Two-Door Car,Medsize
